Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Us_del_local,Nombre
2017,10,Sant Martí,68,el Poblenou,Turisme i hostaleria,114
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Turisme i hostaleria,129
2017,10,Sant Martí,70,el Besòs i el Maresme,Turisme i hostaleria,42
2017,10,Sant Martí,71,Provençals del Poblenou,Turisme i hostaleria,21
2017,10,Sant Martí,72,Sant Martí de Provençals,Turisme i hostaleria,32
2017,10,Sant Martí,73,la Verneda i la Pau,Turisme i hostaleria,4
2017,99,No consta,99,No consta,Turisme i hostaleria,0
2017,1,Ciutat Vella,1,el Raval,Esportiu,32
2017,1,Ciutat Vella,2,el Barri Gòtic,Esportiu,8
2017,1,Ciutat Vella,3,la Barceloneta,Esportiu,30
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Esportiu,12
2017,2,Eixample,5,el Fort Pienc,Esportiu,25
2017,2,Eixample,6,la Sagrada Família,Esportiu,23
2017,2,Eixample,7,la Dreta de l'Eixample,Esportiu,47
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Esportiu,35
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Esportiu,47
2017,2,Eixample,10,Sant Antoni,Esportiu,31
2017,3,Sants-Montjuïc,11,el Poble Sec,Esportiu,138
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Esportiu,8
2017,3,Sants-Montjuïc,13,la Marina de Port,Esportiu,32
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Esportiu,6
2017,3,Sants-Montjuïc,15,Hostafrancs,Esportiu,22
2017,3,Sants-Montjuïc,16,la Bordeta,Esportiu,7
2017,3,Sants-Montjuïc,17,Sants - Badal,Esportiu,14
2017,3,Sants-Montjuïc,18,Sants,Esportiu,31
2017,4,Les Corts,19,les Corts,Esportiu,61
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Esportiu,157
2017,4,Les Corts,21,Pedralbes,Esportiu,176
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Esportiu,117
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Esportiu,589
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Esportiu,39
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Esportiu,213
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Esportiu,87
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Esportiu,54
2017,6,Gràcia,28,Vallcarca i els Penitents,Esportiu,81
2017,6,Gràcia,29,el Coll,Esportiu,13
2017,6,Gràcia,30,la Salut,Esportiu,31
2017,6,Gràcia,31,la Vila de Gràcia,Esportiu,47
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Esportiu,29
2017,7,Horta-Guinardó,33,el Baix Guinardó,Esportiu,34
2017,7,Horta-Guinardó,34,Can Baró,Esportiu,7
2017,7,Horta-Guinardó,35,el Guinardó,Esportiu,41
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Esportiu,53
2017,7,Horta-Guinardó,37,el Carmel,Esportiu,22
2017,7,Horta-Guinardó,38,la Teixonera,Esportiu,3
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Esportiu,14
2017,7,Horta-Guinardó,40,Montbau,Esportiu,15
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Esportiu,31
2017,7,Horta-Guinardó,42,la Clota,Esportiu,0
2017,7,Horta-Guinardó,43,Horta,Esportiu,63
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Esportiu,19
2017,8,Nou Barris,45,Porta,Esportiu,18
2017,8,Nou Barris,46,el Turó de la Peira,Esportiu,9
2017,8,Nou Barris,47,Can Peguera,Esportiu,0
2017,8,Nou Barris,48,la Guineueta,Esportiu,27
2017,8,Nou Barris,49,Canyelles,Esportiu,11
2017,8,Nou Barris,50,les Roquetes,Esportiu,60
2017,8,Nou Barris,51,Verdun,Esportiu,4
2017,8,Nou Barris,52,la Prosperitat,Esportiu,20
2017,8,Nou Barris,53,la Trinitat Nova,Esportiu,5
2017,8,Nou Barris,54,Torre Baró,Esportiu,8
2017,8,Nou Barris,55,Ciutat Meridiana,Esportiu,3
2017,8,Nou Barris,56,Vallbona,Esportiu,7
2017,9,Sant Andreu,57,la Trinitat Vella,Esportiu,12
2017,9,Sant Andreu,58,Baró de Viver,Esportiu,0
2017,9,Sant Andreu,59,el Bon Pastor,Esportiu,10
2017,9,Sant Andreu,60,Sant Andreu,Esportiu,57
2017,9,Sant Andreu,61,la Sagrera,Esportiu,28
2017,9,Sant Andreu,62,el Congrés i els Indians,Esportiu,8
2017,9,Sant Andreu,63,Navas,Esportiu,6
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Esportiu,15
2017,10,Sant Martí,65,el Clot,Esportiu,23
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Esportiu,19
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Esportiu,13
2017,10,Sant Martí,68,el Poblenou,Esportiu,18
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Esportiu,15
2017,10,Sant Martí,70,el Besòs i el Maresme,Esportiu,23
2017,10,Sant Martí,71,Provençals del Poblenou,Esportiu,5
2017,10,Sant Martí,72,Sant Martí de Provençals,Esportiu,43
2017,10,Sant Martí,73,la Verneda i la Pau,Esportiu,15
2017,99,No consta,99,No consta,Esportiu,0
2017,1,Ciutat Vella,1,el Raval,Religiós,68
2017,1,Ciutat Vella,2,el Barri Gòtic,Religiós,67
2017,1,Ciutat Vella,3,la Barceloneta,Religiós,18
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Religiós,49
2017,2,Eixample,5,el Fort Pienc,Religiós,17
2017,2,Eixample,6,la Sagrada Família,Religiós,10
2017,2,Eixample,7,la Dreta de l'Eixample,Religiós,188
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Religiós,45
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Religiós,40
2017,2,Eixample,10,Sant Antoni,Religiós,25
2017,3,Sants-Montjuïc,11,el Poble Sec,Religiós,26
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Religiós,1
2017,3,Sants-Montjuïc,13,la Marina de Port,Religiós,8
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Religiós,4
2017,3,Sants-Montjuïc,15,Hostafrancs,Religiós,16
2017,3,Sants-Montjuïc,16,la Bordeta,Religiós,6
2017,3,Sants-Montjuïc,17,Sants - Badal,Religiós,14
2017,3,Sants-Montjuïc,18,Sants,Religiós,19
2017,4,Les Corts,19,les Corts,Religiós,30
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Religiós,12
2017,4,Les Corts,21,Pedralbes,Religiós,41
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Religiós,37
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Religiós,129
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Religiós,44
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Religiós,120
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Religiós,135
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Religiós,41
2017,6,Gràcia,28,Vallcarca i els Penitents,Religiós,27
2017,6,Gràcia,29,el Coll,Religiós,5
2017,6,Gràcia,30,la Salut,Religiós,49
2017,6,Gràcia,31,la Vila de Gràcia,Religiós,133
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Religiós,31
2017,7,Horta-Guinardó,33,el Baix Guinardó,Religiós,17
2017,7,Horta-Guinardó,34,Can Baró,Religiós,0
2017,7,Horta-Guinardó,35,el Guinardó,Religiós,17
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Religiós,14
2017,7,Horta-Guinardó,37,el Carmel,Religiós,23
2017,7,Horta-Guinardó,38,la Teixonera,Religiós,6
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Religiós,20
2017,7,Horta-Guinardó,40,Montbau,Religiós,27
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Religiós,49
2017,7,Horta-Guinardó,42,la Clota,Religiós,3
2017,7,Horta-Guinardó,43,Horta,Religiós,82
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Religiós,17
2017,8,Nou Barris,45,Porta,Religiós,15
2017,8,Nou Barris,46,el Turó de la Peira,Religiós,14
2017,8,Nou Barris,47,Can Peguera,Religiós,2
2017,8,Nou Barris,48,la Guineueta,Religiós,11
2017,8,Nou Barris,49,Canyelles,Religiós,1
2017,8,Nou Barris,50,les Roquetes,Religiós,2
2017,8,Nou Barris,51,Verdun,Religiós,7
2017,8,Nou Barris,52,la Prosperitat,Religiós,8
2017,8,Nou Barris,53,la Trinitat Nova,Religiós,4
2017,8,Nou Barris,54,Torre Baró,Religiós,1
2017,8,Nou Barris,55,Ciutat Meridiana,Religiós,8
2017,8,Nou Barris,56,Vallbona,Religiós,1
2017,9,Sant Andreu,57,la Trinitat Vella,Religiós,10
2017,9,Sant Andreu,58,Baró de Viver,Religiós,2
2017,9,Sant Andreu,59,el Bon Pastor,Religiós,6
2017,9,Sant Andreu,60,Sant Andreu,Religiós,44
2017,9,Sant Andreu,61,la Sagrera,Religiós,9
2017,9,Sant Andreu,62,el Congrés i els Indians,Religiós,19
2017,9,Sant Andreu,63,Navas,Religiós,6
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Religiós,15
2017,10,Sant Martí,65,el Clot,Religiós,3
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Religiós,3
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Religiós,4
2017,10,Sant Martí,68,el Poblenou,Religiós,18
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Religiós,8
2017,10,Sant Martí,70,el Besòs i el Maresme,Religiós,11
2017,10,Sant Martí,71,Provençals del Poblenou,Religiós,4
2017,10,Sant Martí,72,Sant Martí de Provençals,Religiós,16
2017,10,Sant Martí,73,la Verneda i la Pau,Religiós,10
2017,99,No consta,99,No consta,Religiós,0
2017,1,Ciutat Vella,1,el Raval,Espectacles,87
2017,1,Ciutat Vella,2,el Barri Gòtic,Espectacles,30
2017,1,Ciutat Vella,3,la Barceloneta,Espectacles,0
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Espectacles,28
2017,2,Eixample,5,el Fort Pienc,Espectacles,13
2017,2,Eixample,6,la Sagrada Família,Espectacles,8
2017,2,Eixample,7,la Dreta de l'Eixample,Espectacles,89
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Espectacles,48
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Espectacles,40
2017,2,Eixample,10,Sant Antoni,Espectacles,37
2017,3,Sants-Montjuïc,11,el Poble Sec,Espectacles,44
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Espectacles,0
2017,3,Sants-Montjuïc,13,la Marina de Port,Espectacles,12
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Espectacles,0
2017,3,Sants-Montjuïc,15,Hostafrancs,Espectacles,4
2017,3,Sants-Montjuïc,16,la Bordeta,Espectacles,1
2017,3,Sants-Montjuïc,17,Sants - Badal,Espectacles,2
2017,3,Sants-Montjuïc,18,Sants,Espectacles,18
2017,4,Les Corts,19,les Corts,Espectacles,19
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Espectacles,1
2017,4,Les Corts,21,Pedralbes,Espectacles,5
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Espectacles,12
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Espectacles,1
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Espectacles,1
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Espectacles,16
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Espectacles,74
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Espectacles,14
2017,6,Gràcia,28,Vallcarca i els Penitents,Espectacles,2
2017,6,Gràcia,29,el Coll,Espectacles,0
2017,6,Gràcia,30,la Salut,Espectacles,3
2017,6,Gràcia,31,la Vila de Gràcia,Espectacles,78
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Espectacles,6
2017,7,Horta-Guinardó,33,el Baix Guinardó,Espectacles,2
2017,7,Horta-Guinardó,34,Can Baró,Espectacles,0
2017,7,Horta-Guinardó,35,el Guinardó,Espectacles,18
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Espectacles,4
2017,7,Horta-Guinardó,37,el Carmel,Espectacles,7
2017,7,Horta-Guinardó,38,la Teixonera,Espectacles,0
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Espectacles,10
2017,7,Horta-Guinardó,40,Montbau,Espectacles,0
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Espectacles,0
2017,7,Horta-Guinardó,42,la Clota,Espectacles,0
2017,7,Horta-Guinardó,43,Horta,Espectacles,14
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Espectacles,5
2017,8,Nou Barris,45,Porta,Espectacles,10
2017,8,Nou Barris,46,el Turó de la Peira,Espectacles,0
2017,8,Nou Barris,47,Can Peguera,Espectacles,0
2017,8,Nou Barris,48,la Guineueta,Espectacles,0
2017,8,Nou Barris,49,Canyelles,Espectacles,0
2017,8,Nou Barris,50,les Roquetes,Espectacles,0
2017,8,Nou Barris,51,Verdun,Espectacles,0
2017,8,Nou Barris,52,la Prosperitat,Espectacles,8
2017,8,Nou Barris,53,la Trinitat Nova,Espectacles,0
2017,8,Nou Barris,54,Torre Baró,Espectacles,0
2017,8,Nou Barris,55,Ciutat Meridiana,Espectacles,0
2017,8,Nou Barris,56,Vallbona,Espectacles,0
2017,9,Sant Andreu,57,la Trinitat Vella,Espectacles,0
2017,9,Sant Andreu,58,Baró de Viver,Espectacles,0
2017,9,Sant Andreu,59,el Bon Pastor,Espectacles,0
2017,9,Sant Andreu,60,Sant Andreu,Espectacles,15
2017,9,Sant Andreu,61,la Sagrera,Espectacles,0
2017,9,Sant Andreu,62,el Congrés i els Indians,Espectacles,0
2017,9,Sant Andreu,63,Navas,Espectacles,16
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Espectacles,8
2017,10,Sant Martí,65,el Clot,Espectacles,6
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Espectacles,5
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Espectacles,0
2017,10,Sant Martí,68,el Poblenou,Espectacles,3
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Espectacles,10
2017,10,Sant Martí,70,el Besòs i el Maresme,Espectacles,3
2017,10,Sant Martí,71,Provençals del Poblenou,Espectacles,0
2017,10,Sant Martí,72,Sant Martí de Provençals,Espectacles,0
2017,10,Sant Martí,73,la Verneda i la Pau,Espectacles,0
2017,99,No consta,99,No consta,Espectacles,0
2017,1,Ciutat Vella,1,el Raval,Altres usos,18
2017,1,Ciutat Vella,2,el Barri Gòtic,Altres usos,1
2017,1,Ciutat Vella,3,la Barceloneta,Altres usos,5
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Altres usos,103
2017,2,Eixample,5,el Fort Pienc,Altres usos,1
2017,2,Eixample,6,la Sagrada Família,Altres usos,4
2017,2,Eixample,7,la Dreta de l'Eixample,Altres usos,37
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Altres usos,9
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Altres usos,2
2017,2,Eixample,10,Sant Antoni,Altres usos,5
2017,3,Sants-Montjuïc,11,el Poble Sec,Altres usos,2
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Altres usos,28
2017,3,Sants-Montjuïc,13,la Marina de Port,Altres usos,14
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Altres usos,0
2017,3,Sants-Montjuïc,15,Hostafrancs,Altres usos,0
2017,3,Sants-Montjuïc,16,la Bordeta,Altres usos,40
2017,3,Sants-Montjuïc,17,Sants - Badal,Altres usos,0
2017,3,Sants-Montjuïc,18,Sants,Altres usos,1
2017,4,Les Corts,19,les Corts,Altres usos,5
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Altres usos,6
2017,4,Les Corts,21,Pedralbes,Altres usos,0
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Altres usos,0
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Altres usos,5
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Altres usos,0
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Altres usos,16
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Altres usos,4
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Altres usos,2
2017,6,Gràcia,28,Vallcarca i els Penitents,Altres usos,1
2017,6,Gràcia,29,el Coll,Altres usos,0
2017,6,Gràcia,30,la Salut,Altres usos,2
2017,6,Gràcia,31,la Vila de Gràcia,Altres usos,0
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Altres usos,23
2017,7,Horta-Guinardó,33,el Baix Guinardó,Altres usos,6
2017,7,Horta-Guinardó,34,Can Baró,Altres usos,1
2017,7,Horta-Guinardó,35,el Guinardó,Altres usos,0
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Altres usos,0
2017,7,Horta-Guinardó,37,el Carmel,Altres usos,0
2017,7,Horta-Guinardó,38,la Teixonera,Altres usos,0
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Altres usos,0
2017,7,Horta-Guinardó,40,Montbau,Altres usos,9
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Altres usos,0
2017,7,Horta-Guinardó,42,la Clota,Altres usos,0
2017,7,Horta-Guinardó,43,Horta,Altres usos,5
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Altres usos,1
2017,8,Nou Barris,45,Porta,Altres usos,4
2017,8,Nou Barris,46,el Turó de la Peira,Altres usos,0
2017,8,Nou Barris,47,Can Peguera,Altres usos,0
2017,8,Nou Barris,48,la Guineueta,Altres usos,0
2017,8,Nou Barris,49,Canyelles,Altres usos,1
2017,8,Nou Barris,50,les Roquetes,Altres usos,0
2017,8,Nou Barris,51,Verdun,Altres usos,1
2017,8,Nou Barris,52,la Prosperitat,Altres usos,0
2017,8,Nou Barris,53,la Trinitat Nova,Altres usos,1
2017,8,Nou Barris,54,Torre Baró,Altres usos,2
2017,8,Nou Barris,55,Ciutat Meridiana,Altres usos,0
2017,8,Nou Barris,56,Vallbona,Altres usos,25
2017,9,Sant Andreu,57,la Trinitat Vella,Altres usos,0
2017,9,Sant Andreu,58,Baró de Viver,Altres usos,0
2017,9,Sant Andreu,59,el Bon Pastor,Altres usos,7
2017,9,Sant Andreu,60,Sant Andreu,Altres usos,4
2017,9,Sant Andreu,61,la Sagrera,Altres usos,2
2017,9,Sant Andreu,62,el Congrés i els Indians,Altres usos,0
2017,9,Sant Andreu,63,Navas,Altres usos,2
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Altres usos,16
2017,10,Sant Martí,65,el Clot,Altres usos,8
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Altres usos,5
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Altres usos,0
2017,10,Sant Martí,68,el Poblenou,Altres usos,1
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Altres usos,4
2017,10,Sant Martí,70,el Besòs i el Maresme,Altres usos,11
2017,10,Sant Martí,71,Provençals del Poblenou,Altres usos,3
2017,10,Sant Martí,72,Sant Martí de Provençals,Altres usos,2
2017,10,Sant Martí,73,la Verneda i la Pau,Altres usos,0
2017,99,No consta,99,No consta,Altres usos,0
