"Any","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Nacionalitat","Nombre"
2019,1,"Ciutat Vella",1,"el Raval","Tots espanyols",8025
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Tots espanyols",3105
2019,1,"Ciutat Vella",3,"la Barceloneta","Tots espanyols",3896
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Tots espanyols",5305
2019,2,"Eixample",5,"el Fort Pienc","Tots espanyols",9533
2019,2,"Eixample",6,"la Sagrada Família","Tots espanyols",16592
2019,2,"Eixample",7,"la Dreta de l'Eixample","Tots espanyols",13111
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Tots espanyols",13222
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Tots espanyols",19127
2019,2,"Eixample",10,"Sant Antoni","Tots espanyols",12086
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Tots espanyols",10332
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Tots espanyols",408
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Tots espanyols",9848
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Tots espanyols",3298
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Tots espanyols",4877
2019,3,"Sants-Montjuïc",16,"la Bordeta","Tots espanyols",6543
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Tots espanyols",7978
2019,3,"Sants-Montjuïc",18,"Sants","Tots espanyols",13643
2019,4,"Les Corts",19,"les Corts","Tots espanyols",16240
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Tots espanyols",8226
2019,4,"Les Corts",21,"Pedralbes","Tots espanyols",3293
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Tots espanyols",1233
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Tots espanyols",7236
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Tots espanyols",4742
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Tots espanyols",7848
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Tots espanyols",15201
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Tots espanyols",9869
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Tots espanyols",5305
2019,6,"Gràcia",29,"el Coll","Tots espanyols",2508
2019,6,"Gràcia",30,"la Salut","Tots espanyols",4461
2019,6,"Gràcia",31,"la Vila de Gràcia","Tots espanyols",16748
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Tots espanyols",12163
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Tots espanyols",8897
2019,7,"Horta-Guinardó",34,"Can Baró","Tots espanyols",3125
2019,7,"Horta-Guinardó",35,"el Guinardó","Tots espanyols",12612
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Tots espanyols",3379
2019,7,"Horta-Guinardó",37,"el Carmel","Tots espanyols",10582
2019,7,"Horta-Guinardó",38,"la Teixonera","Tots espanyols",3988
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Tots espanyols",2440
2019,7,"Horta-Guinardó",40,"Montbau","Tots espanyols",1829
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Tots espanyols",2118
2019,7,"Horta-Guinardó",42,"la Clota","Tots espanyols",240
2019,7,"Horta-Guinardó",43,"Horta","Tots espanyols",9364
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Tots espanyols",8917
2019,8,"Nou Barris",45,"Porta","Tots espanyols",8564
2019,8,"Nou Barris",46,"el Turó de la Peira","Tots espanyols",4797
2019,8,"Nou Barris",47,"Can Peguera","Tots espanyols",822
2019,8,"Nou Barris",48,"la Guineueta","Tots espanyols",5606
2019,8,"Nou Barris",49,"Canyelles","Tots espanyols",2634
2019,8,"Nou Barris",50,"les Roquetes","Tots espanyols",4596
2019,8,"Nou Barris",51,"Verdun","Tots espanyols",4056
2019,8,"Nou Barris",52,"la Prosperitat","Tots espanyols",9060
2019,8,"Nou Barris",53,"la Trinitat Nova","Tots espanyols",2299
2019,8,"Nou Barris",54,"Torre Baró","Tots espanyols",748
2019,8,"Nou Barris",55,"Ciutat Meridiana","Tots espanyols",2542
2019,8,"Nou Barris",56,"Vallbona","Tots espanyols",385
2019,9,"Sant Andreu",57,"la Trinitat Vella","Tots espanyols",2413
2019,9,"Sant Andreu",58,"Baró de Viver","Tots espanyols",818
2019,9,"Sant Andreu",59,"el Bon Pastor","Tots espanyols",3793
2019,9,"Sant Andreu",60,"Sant Andreu","Tots espanyols",21361
2019,9,"Sant Andreu",61,"la Sagrera","Tots espanyols",10013
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Tots espanyols",4954
2019,9,"Sant Andreu",63,"Navas","Tots espanyols",7507
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Tots espanyols",12919
2019,10,"Sant Martí",65,"el Clot","Tots espanyols",8792
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Tots espanyols",4791
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Tots espanyols",2640
2019,10,"Sant Martí",68,"el Poblenou","Tots espanyols",10344
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Tots espanyols",4136
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Tots espanyols",6181
2019,10,"Sant Martí",71,"Provençals del Poblenou","Tots espanyols",6769
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Tots espanyols",9145
2019,10,"Sant Martí",73,"la Verneda i la Pau","Tots espanyols",9898
2019,1,"Ciutat Vella",1,"el Raval","Tots estrangers",5604
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Tots estrangers",2336
2019,1,"Ciutat Vella",3,"la Barceloneta","Tots estrangers",2130
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Tots estrangers",3291
2019,2,"Eixample",5,"el Fort Pienc","Tots estrangers",1696
2019,2,"Eixample",6,"la Sagrada Família","Tots estrangers",2684
2019,2,"Eixample",7,"la Dreta de l'Eixample","Tots estrangers",3131
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Tots estrangers",2662
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Tots estrangers",2768
2019,2,"Eixample",10,"Sant Antoni","Tots estrangers",2017
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Tots estrangers",2903
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Tots estrangers",21
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Tots estrangers",926
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Tots estrangers",465
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Tots estrangers",916
2019,3,"Sants-Montjuïc",16,"la Bordeta","Tots estrangers",518
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Tots estrangers",896
2019,3,"Sants-Montjuïc",18,"Sants","Tots estrangers",1552
2019,4,"Les Corts",19,"les Corts","Tots estrangers",1365
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Tots estrangers",634
2019,4,"Les Corts",21,"Pedralbes","Tots estrangers",471
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Tots estrangers",160
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Tots estrangers",769
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Tots estrangers",346
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Tots estrangers",726
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Tots estrangers",1625
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Tots estrangers",1194
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Tots estrangers",583
2019,6,"Gràcia",29,"el Coll","Tots estrangers",261
2019,6,"Gràcia",30,"la Salut","Tots estrangers",447
2019,6,"Gràcia",31,"la Vila de Gràcia","Tots estrangers",3391
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Tots estrangers",1309
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Tots estrangers",837
2019,7,"Horta-Guinardó",34,"Can Baró","Tots estrangers",332
2019,7,"Horta-Guinardó",35,"el Guinardó","Tots estrangers",1124
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Tots estrangers",123
2019,7,"Horta-Guinardó",37,"el Carmel","Tots estrangers",961
2019,7,"Horta-Guinardó",38,"la Teixonera","Tots estrangers",367
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Tots estrangers",191
2019,7,"Horta-Guinardó",40,"Montbau","Tots estrangers",130
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Tots estrangers",96
2019,7,"Horta-Guinardó",42,"la Clota","Tots estrangers",17
2019,7,"Horta-Guinardó",43,"Horta","Tots estrangers",494
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Tots estrangers",611
2019,8,"Nou Barris",45,"Porta","Tots estrangers",650
2019,8,"Nou Barris",46,"el Turó de la Peira","Tots estrangers",548
2019,8,"Nou Barris",47,"Can Peguera","Tots estrangers",35
2019,8,"Nou Barris",48,"la Guineueta","Tots estrangers",188
2019,8,"Nou Barris",49,"Canyelles","Tots estrangers",52
2019,8,"Nou Barris",50,"les Roquetes","Tots estrangers",621
2019,8,"Nou Barris",51,"Verdun","Tots estrangers",448
2019,8,"Nou Barris",52,"la Prosperitat","Tots estrangers",676
2019,8,"Nou Barris",53,"la Trinitat Nova","Tots estrangers",261
2019,8,"Nou Barris",54,"Torre Baró","Tots estrangers",84
2019,8,"Nou Barris",55,"Ciutat Meridiana","Tots estrangers",520
2019,8,"Nou Barris",56,"Vallbona","Tots estrangers",42
2019,9,"Sant Andreu",57,"la Trinitat Vella","Tots estrangers",518
2019,9,"Sant Andreu",58,"Baró de Viver","Tots estrangers",51
2019,9,"Sant Andreu",59,"el Bon Pastor","Tots estrangers",253
2019,9,"Sant Andreu",60,"Sant Andreu","Tots estrangers",843
2019,9,"Sant Andreu",61,"la Sagrera","Tots estrangers",665
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Tots estrangers",372
2019,9,"Sant Andreu",63,"Navas","Tots estrangers",624
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Tots estrangers",1592
2019,10,"Sant Martí",65,"el Clot","Tots estrangers",898
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Tots estrangers",795
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Tots estrangers",455
2019,10,"Sant Martí",68,"el Poblenou","Tots estrangers",1751
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Tots estrangers",764
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Tots estrangers",1141
2019,10,"Sant Martí",71,"Provençals del Poblenou","Tots estrangers",712
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Tots estrangers",636
2019,10,"Sant Martí",73,"la Verneda i la Pau","Tots estrangers",643
2019,1,"Ciutat Vella",1,"el Raval","Domicilis mixtos",3658
2019,1,"Ciutat Vella",2,"el Barri Gòtic","Domicilis mixtos",1175
2019,1,"Ciutat Vella",3,"la Barceloneta","Domicilis mixtos",936
2019,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Domicilis mixtos",1673
2019,2,"Eixample",5,"el Fort Pienc","Domicilis mixtos",1596
2019,2,"Eixample",6,"la Sagrada Família","Domicilis mixtos",2704
2019,2,"Eixample",7,"la Dreta de l'Eixample","Domicilis mixtos",2337
2019,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Domicilis mixtos",2373
2019,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Domicilis mixtos",2906
2019,2,"Eixample",10,"Sant Antoni","Domicilis mixtos",2194
2019,3,"Sants-Montjuïc",11,"el Poble Sec","Domicilis mixtos",2750
2019,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Domicilis mixtos",33
2019,3,"Sants-Montjuïc",13,"la Marina de Port","Domicilis mixtos",1223
2019,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Domicilis mixtos",516
2019,3,"Sants-Montjuïc",15,"Hostafrancs","Domicilis mixtos",886
2019,3,"Sants-Montjuïc",16,"la Bordeta","Domicilis mixtos",789
2019,3,"Sants-Montjuïc",17,"Sants - Badal","Domicilis mixtos",1157
2019,3,"Sants-Montjuïc",18,"Sants","Domicilis mixtos",1948
2019,4,"Les Corts",19,"les Corts","Domicilis mixtos",1604
2019,4,"Les Corts",20,"la Maternitat i Sant Ramon","Domicilis mixtos",858
2019,4,"Les Corts",21,"Pedralbes","Domicilis mixtos",442
2019,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Domicilis mixtos",226
2019,5,"Sarrià-Sant Gervasi",23,"Sarrià","Domicilis mixtos",871
2019,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Domicilis mixtos",514
2019,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Domicilis mixtos",886
2019,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Domicilis mixtos",1923
2019,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Domicilis mixtos",1252
2019,6,"Gràcia",28,"Vallcarca i els Penitents","Domicilis mixtos",667
2019,6,"Gràcia",29,"el Coll","Domicilis mixtos",361
2019,6,"Gràcia",30,"la Salut","Domicilis mixtos",545
2019,6,"Gràcia",31,"la Vila de Gràcia","Domicilis mixtos",2706
2019,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Domicilis mixtos",1481
2019,7,"Horta-Guinardó",33,"el Baix Guinardó","Domicilis mixtos",1112
2019,7,"Horta-Guinardó",34,"Can Baró","Domicilis mixtos",429
2019,7,"Horta-Guinardó",35,"el Guinardó","Domicilis mixtos",1730
2019,7,"Horta-Guinardó",36,"la Font d'en Fargues","Domicilis mixtos",244
2019,7,"Horta-Guinardó",37,"el Carmel","Domicilis mixtos",1336
2019,7,"Horta-Guinardó",38,"la Teixonera","Domicilis mixtos",496
2019,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Domicilis mixtos",317
2019,7,"Horta-Guinardó",40,"Montbau","Domicilis mixtos",188
2019,7,"Horta-Guinardó",41,"la Vall d'Hebron","Domicilis mixtos",155
2019,7,"Horta-Guinardó",42,"la Clota","Domicilis mixtos",23
2019,7,"Horta-Guinardó",43,"Horta","Domicilis mixtos",800
2019,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Domicilis mixtos",992
2019,8,"Nou Barris",45,"Porta","Domicilis mixtos",1044
2019,8,"Nou Barris",46,"el Turó de la Peira","Domicilis mixtos",897
2019,8,"Nou Barris",47,"Can Peguera","Domicilis mixtos",78
2019,8,"Nou Barris",48,"la Guineueta","Domicilis mixtos",416
2019,8,"Nou Barris",49,"Canyelles","Domicilis mixtos",124
2019,8,"Nou Barris",50,"les Roquetes","Domicilis mixtos",774
2019,8,"Nou Barris",51,"Verdun","Domicilis mixtos",590
2019,8,"Nou Barris",52,"la Prosperitat","Domicilis mixtos",1034
2019,8,"Nou Barris",53,"la Trinitat Nova","Domicilis mixtos",364
2019,8,"Nou Barris",54,"Torre Baró","Domicilis mixtos",144
2019,8,"Nou Barris",55,"Ciutat Meridiana","Domicilis mixtos",650
2019,8,"Nou Barris",56,"Vallbona","Domicilis mixtos",59
2019,9,"Sant Andreu",57,"la Trinitat Vella","Domicilis mixtos",613
2019,9,"Sant Andreu",58,"Baró de Viver","Domicilis mixtos",123
2019,9,"Sant Andreu",59,"el Bon Pastor","Domicilis mixtos",444
2019,9,"Sant Andreu",60,"Sant Andreu","Domicilis mixtos",1623
2019,9,"Sant Andreu",61,"la Sagrera","Domicilis mixtos",1214
2019,9,"Sant Andreu",62,"el Congrés i els Indians","Domicilis mixtos",621
2019,9,"Sant Andreu",63,"Navas","Domicilis mixtos",932
2019,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Domicilis mixtos",1908
2019,10,"Sant Martí",65,"el Clot","Domicilis mixtos",1117
2019,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Domicilis mixtos",797
2019,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Domicilis mixtos",430
2019,10,"Sant Martí",68,"el Poblenou","Domicilis mixtos",1605
2019,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Domicilis mixtos",520
2019,10,"Sant Martí",70,"el Besòs i el Maresme","Domicilis mixtos",1025
2019,10,"Sant Martí",71,"Provençals del Poblenou","Domicilis mixtos",831
2019,10,"Sant Martí",72,"Sant Martí de Provençals","Domicilis mixtos",890
2019,10,"Sant Martí",73,"la Verneda i la Pau","Domicilis mixtos",914
