Year,Code_District,Name_Dist,Code_NBHD,Name_NBHD,Nationality,Amount,Average_Age
2018,10,Sant Martí,73,la Verneda i la Pau,Spaniards,10013,49.4
2018,1,Ciutat Vella,1,el Raval,Foreigners,5297,31.6
2018,1,Ciutat Vella,2,el Barri Gòtic,Foreigners,2192,32.7
2018,1,Ciutat Vella,3,la Barceloneta,Foreigners,1983,32.9
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Foreigners,3113,32.8
2018,2,Eixample,5,el Fort Pienc,Foreigners,1581,31.6
2018,2,Eixample,6,la Sagrada Família,Foreigners,2475,32.1
2018,2,Eixample,7,la Dreta de l'Eixample,Foreigners,2864,33.0
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Foreigners,2444,33.3
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,Foreigners,2529,32.7
2018,2,Eixample,10,Sant Antoni,Foreigners,1925,32.5
2018,3,Sants-Montjuïc,11,el Poble Sec,Foreigners,2715,32.0
2018,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Foreigners,20,33.2
2018,3,Sants-Montjuïc,13,la Marina de Port,Foreigners,815,31.4
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,Foreigners,423,33.2
2018,3,Sants-Montjuïc,15,Hostafrancs,Foreigners,863,31.4
2018,3,Sants-Montjuïc,16,la Bordeta,Foreigners,468,32.2
2018,3,Sants-Montjuïc,17,Sants - Badal,Foreigners,830,31.6
2018,3,Sants-Montjuïc,18,Sants,Foreigners,1432,32.1
2018,4,Les Corts,19,les Corts,Foreigners,1262,32.5
2018,4,Les Corts,20,la Maternitat i Sant Ramon,Foreigners,606,31.8
2018,4,Les Corts,21,Pedralbes,Foreigners,474,33.2
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Foreigners,145,32.6
2018,5,Sarrià-Sant Gervasi,23,Sarrià,Foreigners,724,31.7
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,Foreigners,327,34.1
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Foreigners,632,32.4
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Foreigners,1516,33.8
2018,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Foreigners,1122,32.8
2018,6,Gràcia,28,Vallcarca i els Penitents,Foreigners,554,32.4
2018,6,Gràcia,29,el Coll,Foreigners,257,31.5
2018,6,Gràcia,30,la Salut,Foreigners,415,32.5
2018,6,Gràcia,31,la Vila de Gràcia,Foreigners,3135,32.5
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Foreigners,1202,32.4
2018,7,Horta-Guinardó,33,el Baix Guinardó,Foreigners,768,32.3
2018,7,Horta-Guinardó,34,Can Baró,Foreigners,290,30.7
2018,7,Horta-Guinardó,35,el Guinardó,Foreigners,1036,31.7
2018,7,Horta-Guinardó,36,la Font d'en Fargues,Foreigners,106,33.0
2018,7,Horta-Guinardó,37,el Carmel,Foreigners,903,31.5
2018,7,Horta-Guinardó,38,la Teixonera,Foreigners,333,31.3
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,Foreigners,185,32.2
2018,7,Horta-Guinardó,40,Montbau,Foreigners,118,30.3
2018,7,Horta-Guinardó,41,la Vall d'Hebron,Foreigners,89,31.3
2018,7,Horta-Guinardó,42,la Clota,Foreigners,16,34.5
2018,7,Horta-Guinardó,43,Horta,Foreigners,431,32.1
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Foreigners,583,32.1
2018,8,Nou Barris,45,Porta,Foreigners,591,31.4
2018,8,Nou Barris,46,el Turó de la Peira,Foreigners,524,31.0
2018,8,Nou Barris,47,Can Peguera,Foreigners,30,32.0
2018,8,Nou Barris,48,la Guineueta,Foreigners,184,32.3
2018,8,Nou Barris,49,Canyelles,Foreigners,46,32.2
2018,8,Nou Barris,50,les Roquetes,Foreigners,584,30.5
2018,8,Nou Barris,51,Verdun,Foreigners,405,30.1
2018,8,Nou Barris,52,la Prosperitat,Foreigners,651,30.5
2018,8,Nou Barris,53,la Trinitat Nova,Foreigners,251,31.2
2018,8,Nou Barris,54,Torre Baró,Foreigners,82,30.2
2018,8,Nou Barris,55,Ciutat Meridiana,Foreigners,498,29.7
2018,8,Nou Barris,56,Vallbona,Foreigners,38,31.3
2018,9,Sant Andreu,57,la Trinitat Vella,Foreigners,479,30.5
2018,9,Sant Andreu,58,Baró de Viver,Foreigners,45,28.3
2018,9,Sant Andreu,59,el Bon Pastor,Foreigners,241,31.1
2018,9,Sant Andreu,60,Sant Andreu,Foreigners,792,32.7
2018,9,Sant Andreu,61,la Sagrera,Foreigners,621,32.1
2018,9,Sant Andreu,62,el Congrés i els Indians,Foreigners,320,32.5
2018,9,Sant Andreu,63,Navas,Foreigners,586,32.3
2018,10,Sant Martí,64,el Camp de l'Arpa del Clot,Foreigners,1451,31.8
2018,10,Sant Martí,65,el Clot,Foreigners,854,32.6
2018,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Foreigners,710,31.6
2018,10,Sant Martí,67,la Vila Olímpica del Poblenou,Foreigners,434,33.0
2018,10,Sant Martí,68,el Poblenou,Foreigners,1604,32.5
2018,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Foreigners,739,32.5
2018,10,Sant Martí,70,el Besòs i el Maresme,Foreigners,1060,31.1
2018,10,Sant Martí,71,Provençals del Poblenou,Foreigners,637,31.2
2018,10,Sant Martí,72,Sant Martí de Provençals,Foreigners,594,31.8
2018,10,Sant Martí,73,la Verneda i la Pau,Foreigners,618,31.7
2018,1,Ciutat Vella,1,el Raval,Mixed,3524,33.9
2018,1,Ciutat Vella,2,el Barri Gòtic,Mixed,1105,35.9
2018,1,Ciutat Vella,3,la Barceloneta,Mixed,876,36.5
2018,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Mixed,1599,33.6
2018,2,Eixample,5,el Fort Pienc,Mixed,1512,36.1
2018,2,Eixample,6,la Sagrada Família,Mixed,2533,36.1
2018,2,Eixample,7,la Dreta de l'Eixample,Mixed,2276,38.2
2018,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Mixed,2252,36.5
2018,2,Eixample,9,la Nova Esquerra de l'Eixample,Mixed,2765,36.7
2018,2,Eixample,10,Sant Antoni,Mixed,2082,36.3
2018,3,Sants-Montjuïc,11,el Poble Sec,Mixed,2590,34.6
2018,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Mixed,29,36.8
2018,3,Sants-Montjuïc,13,la Marina de Port,Mixed,1141,34.2
2018,3,Sants-Montjuïc,14,la Font de la Guatlla,Mixed,493,36.4
2018,3,Sants-Montjuïc,15,Hostafrancs,Mixed,822,35.0
2018,3,Sants-Montjuïc,16,la Bordeta,Mixed,681,34.8
2018,3,Sants-Montjuïc,17,Sants - Badal,Mixed,1089,35.1
2018,3,Sants-Montjuïc,18,Sants,Mixed,1821,35.6
2018,4,Les Corts,19,les Corts,Mixed,1475,38.1
2018,4,Les Corts,20,la Maternitat i Sant Ramon,Mixed,802,35.9
2018,4,Les Corts,21,Pedralbes,Mixed,418,38.5
2018,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Mixed,212,38.0
2018,5,Sarrià-Sant Gervasi,23,Sarrià,Mixed,826,37.7
2018,5,Sarrià-Sant Gervasi,24,les Tres Torres,Mixed,485,37.3
2018,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Mixed,859,38.4
2018,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Mixed,1819,37.5
2018,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Mixed,1160,35.6
2018,6,Gràcia,28,Vallcarca i els Penitents,Mixed,632,35.4
2018,6,Gràcia,29,el Coll,Mixed,322,34.7
2018,6,Gràcia,30,la Salut,Mixed,515,36.3
2018,6,Gràcia,31,la Vila de Gràcia,Mixed,2571,36.0
2018,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Mixed,1380,35.9
2018,7,Horta-Guinardó,33,el Baix Guinardó,Mixed,1060,37.9
2018,7,Horta-Guinardó,34,Can Baró,Mixed,383,34.9
2018,7,Horta-Guinardó,35,el Guinardó,Mixed,1615,35.1
2018,7,Horta-Guinardó,36,la Font d'en Fargues,Mixed,240,35.6
2018,7,Horta-Guinardó,37,el Carmel,Mixed,1193,32.8
2018,7,Horta-Guinardó,38,la Teixonera,Mixed,455,33.9
2018,7,Horta-Guinardó,39,Sant Genís dels Agudells,Mixed,287,34.7
2018,7,Horta-Guinardó,40,Montbau,Mixed,164,38.5
2018,7,Horta-Guinardó,41,la Vall d'Hebron,Mixed,143,41.7
2018,7,Horta-Guinardó,42,la Clota,Mixed,21,32.7
2018,7,Horta-Guinardó,43,Horta,Mixed,728,36.2
2018,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Mixed,926,34.9
2018,8,Nou Barris,45,Porta,Mixed,949,34.3
2018,8,Nou Barris,46,el Turó de la Peira,Mixed,838,32.6
2018,8,Nou Barris,47,Can Peguera,Mixed,74,33.3
2018,8,Nou Barris,48,la Guineueta,Mixed,374,35.6
2018,8,Nou Barris,49,Canyelles,Mixed,114,35.8
2018,8,Nou Barris,50,les Roquetes,Mixed,697,32.0
2018,8,Nou Barris,51,Verdun,Mixed,563,33.2
2018,8,Nou Barris,52,la Prosperitat,Mixed,932,32.6
2018,8,Nou Barris,53,la Trinitat Nova,Mixed,335,32.3
2018,8,Nou Barris,54,Torre Baró,Mixed,135,31.3
2018,8,Nou Barris,55,Ciutat Meridiana,Mixed,586,30.8
2018,8,Nou Barris,56,Vallbona,Mixed,55,30.5
2018,9,Sant Andreu,57,la Trinitat Vella,Mixed,555,32.3
2018,9,Sant Andreu,58,Baró de Viver,Mixed,108,31.3
2018,9,Sant Andreu,59,el Bon Pastor,Mixed,397,34.8
2018,9,Sant Andreu,60,Sant Andreu,Mixed,1528,35.6
2018,9,Sant Andreu,61,la Sagrera,Mixed,1113,35.0
2018,9,Sant Andreu,62,el Congrés i els Indians,Mixed,554,35.4
2018,9,Sant Andreu,63,Navas,Mixed,878,36.1
2018,10,Sant Martí,64,el Camp de l'Arpa del Clot,Mixed,1746,36.4
2018,10,Sant Martí,65,el Clot,Mixed,1036,35.0
2018,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Mixed,754,33.0
2018,10,Sant Martí,67,la Vila Olímpica del Poblenou,Mixed,400,34.6
2018,10,Sant Martí,68,el Poblenou,Mixed,1509,34.7
2018,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Mixed,512,33.9
2018,10,Sant Martí,70,el Besòs i el Maresme,Mixed,911,32.6
2018,10,Sant Martí,71,Provençals del Poblenou,Mixed,750,34.7
2018,10,Sant Martí,72,Sant Martí de Provençals,Mixed,801,36.4
2018,10,Sant Martí,73,la Verneda i la Pau,Mixed,838,35.1
2017,1,Ciutat Vella,1,el Raval,Spaniards,8529,49.7
2017,1,Ciutat Vella,2,el Barri Gòtic,Spaniards,3353,50.7
2017,1,Ciutat Vella,3,la Barceloneta,Spaniards,4184,50.0
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Spaniards,5560,49.3
2017,2,Eixample,5,el Fort Pienc,Spaniards,9820,48.7
2017,2,Eixample,6,la Sagrada Família,Spaniards,17167,49.5
2017,2,Eixample,7,la Dreta de l'Eixample,Spaniards,13526,47.9
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Spaniards,13689,48.3
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Spaniards,19562,48.9
2017,2,Eixample,10,Sant Antoni,Spaniards,12525,50.1
2017,3,Sants-Montjuïc,11,el Poble Sec,Spaniards,10853,49.2
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Spaniards,398,44.9
2017,3,Sants-Montjuïc,13,la Marina de Port,Spaniards,10021,46.1
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Spaniards,3383,49.1
2017,3,Sants-Montjuïc,15,Hostafrancs,Spaniards,5026,47.9
2017,3,Sants-Montjuïc,16,la Bordeta,Spaniards,6433,48.1
2017,3,Sants-Montjuïc,17,Sants - Badal,Spaniards,8109,49.1
2017,3,Sants-Montjuïc,18,Sants,Spaniards,13985,47.9
2017,4,Les Corts,19,les Corts,Spaniards,16413,48.1
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Spaniards,8386,48.3
2017,4,Les Corts,21,Pedralbes,Spaniards,3355,46.8
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Spaniards,1241,41.3
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Spaniards,7368,43.9
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Spaniards,4792,43.0
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Spaniards,7876,44.6
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Spaniards,15415,45.6
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Spaniards,10006,45.2
2017,6,Gràcia,28,Vallcarca i els Penitents,Spaniards,5342,47.1
2017,6,Gràcia,29,el Coll,Spaniards,2538,46.3
2017,6,Gràcia,30,la Salut,Spaniards,4503,48.2
2017,6,Gràcia,31,la Vila de Gràcia,Spaniards,17162,46.9
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Spaniards,12415,48.1
2017,7,Horta-Guinardó,33,el Baix Guinardó,Spaniards,9078,49.0
2017,7,Horta-Guinardó,34,Can Baró,Spaniards,3163,48.3
2017,7,Horta-Guinardó,35,el Guinardó,Spaniards,12843,47.7
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Spaniards,3366,46.2
2017,7,Horta-Guinardó,37,el Carmel,Spaniards,10827,47.5
2017,7,Horta-Guinardó,38,la Teixonera,Spaniards,4034,47.3
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Spaniards,2423,50.2
2017,7,Horta-Guinardó,40,Montbau,Spaniards,1878,51.9
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Spaniards,2122,47.7
2017,7,Horta-Guinardó,42,la Clota,Spaniards,235,41.0
2017,7,Horta-Guinardó,43,Horta,Spaniards,9465,48.2
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Spaniards,9023,49.3
2017,8,Nou Barris,45,Porta,Spaniards,8734,49.6
2017,8,Nou Barris,46,el Turó de la Peira,Spaniards,4911,51.0
2017,8,Nou Barris,47,Can Peguera,Spaniards,825,47.2
2017,8,Nou Barris,48,la Guineueta,Spaniards,5669,49.0
2017,8,Nou Barris,49,Canyelles,Spaniards,2645,48.3
2017,8,Nou Barris,50,les Roquetes,Spaniards,4686,45.7
2017,8,Nou Barris,51,Verdun,Spaniards,4194,49.1
2017,8,Nou Barris,52,la Prosperitat,Spaniards,9211,49.1
2017,8,Nou Barris,53,la Trinitat Nova,Spaniards,2352,46.9
2017,8,Nou Barris,54,Torre Baró,Spaniards,739,40.9
2017,8,Nou Barris,55,Ciutat Meridiana,Spaniards,2591,47.7
2017,8,Nou Barris,56,Vallbona,Spaniards,396,43.3
2017,9,Sant Andreu,57,la Trinitat Vella,Spaniards,2503,45.4
2017,9,Sant Andreu,58,Baró de Viver,Spaniards,830,43.1
2017,9,Sant Andreu,59,el Bon Pastor,Spaniards,3862,42.8
2017,9,Sant Andreu,60,Sant Andreu,Spaniards,21326,45.8
2017,9,Sant Andreu,61,la Sagrera,Spaniards,10127,48.2
2017,9,Sant Andreu,62,el Congrés i els Indians,Spaniards,5079,48.4
2017,9,Sant Andreu,63,Navas,Spaniards,7591,48.9
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Spaniards,13267,48.9
2017,10,Sant Martí,65,el Clot,Spaniards,8978,46.4
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Spaniards,4753,47.2
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Spaniards,2679,42.3
2017,10,Sant Martí,68,el Poblenou,Spaniards,10679,44.2
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Spaniards,4266,41.6
2017,10,Sant Martí,70,el Besòs i el Maresme,Spaniards,6422,48.0
2017,10,Sant Martí,71,Provençals del Poblenou,Spaniards,6855,44.9
2017,10,Sant Martí,72,Sant Martí de Provençals,Spaniards,9256,49.0
2017,10,Sant Martí,73,la Verneda i la Pau,Spaniards,10105,49.2
2017,1,Ciutat Vella,1,el Raval,Foreigners,4939,31.8
2017,1,Ciutat Vella,2,el Barri Gòtic,Foreigners,2026,32.6
2017,1,Ciutat Vella,3,la Barceloneta,Foreigners,1823,32.8
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Foreigners,2882,32.6
2017,2,Eixample,5,el Fort Pienc,Foreigners,1492,31.8
2017,2,Eixample,6,la Sagrada Família,Foreigners,2267,32.0
2017,2,Eixample,7,la Dreta de l'Eixample,Foreigners,2663,32.9
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Foreigners,2272,33.3
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Foreigners,2328,32.7
2017,2,Eixample,10,Sant Antoni,Foreigners,1783,32.2
2017,3,Sants-Montjuïc,11,el Poble Sec,Foreigners,2545,31.9
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Foreigners,18,34.0
2017,3,Sants-Montjuïc,13,la Marina de Port,Foreigners,724,31.1
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Foreigners,403,32.9
2017,3,Sants-Montjuïc,15,Hostafrancs,Foreigners,762,32.0
2017,3,Sants-Montjuïc,16,la Bordeta,Foreigners,436,32.2
2017,3,Sants-Montjuïc,17,Sants - Badal,Foreigners,766,31.4
2017,3,Sants-Montjuïc,18,Sants,Foreigners,1380,32.5
2017,4,Les Corts,19,les Corts,Foreigners,1179,32.8
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Foreigners,570,32.1
2017,4,Les Corts,21,Pedralbes,Foreigners,452,32.7
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Foreigners,132,32.0
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Foreigners,705,32.4
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Foreigners,320,34.7
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Foreigners,587,32.5
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Foreigners,1443,33.6
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Foreigners,1060,33.2
2017,6,Gràcia,28,Vallcarca i els Penitents,Foreigners,500,32.8
2017,6,Gràcia,29,el Coll,Foreigners,236,31.8
2017,6,Gràcia,30,la Salut,Foreigners,376,33.0
2017,6,Gràcia,31,la Vila de Gràcia,Foreigners,2926,32.2
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Foreigners,1142,32.1
2017,7,Horta-Guinardó,33,el Baix Guinardó,Foreigners,713,32.5
2017,7,Horta-Guinardó,34,Can Baró,Foreigners,272,31.1
2017,7,Horta-Guinardó,35,el Guinardó,Foreigners,968,32.0
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Foreigners,98,33.5
2017,7,Horta-Guinardó,37,el Carmel,Foreigners,770,31.5
2017,7,Horta-Guinardó,38,la Teixonera,Foreigners,287,31.5
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Foreigners,172,30.7
2017,7,Horta-Guinardó,40,Montbau,Foreigners,112,29.9
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Foreigners,87,30.6
2017,7,Horta-Guinardó,42,la Clota,Foreigners,11,33.8
2017,7,Horta-Guinardó,43,Horta,Foreigners,409,31.8
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Foreigners,540,31.7
2017,8,Nou Barris,45,Porta,Foreigners,507,31.5
2017,8,Nou Barris,46,el Turó de la Peira,Foreigners,458,31.8
2017,8,Nou Barris,47,Can Peguera,Foreigners,27,34.4
2017,8,Nou Barris,48,la Guineueta,Foreigners,160,32.2
2017,8,Nou Barris,49,Canyelles,Foreigners,46,31.8
2017,8,Nou Barris,50,les Roquetes,Foreigners,554,30.4
2017,8,Nou Barris,51,Verdun,Foreigners,347,30.1
2017,8,Nou Barris,52,la Prosperitat,Foreigners,605,30.9
2017,8,Nou Barris,53,la Trinitat Nova,Foreigners,212,30.6
2017,8,Nou Barris,54,Torre Baró,Foreigners,68,29.9
2017,8,Nou Barris,55,Ciutat Meridiana,Foreigners,432,29.7
2017,8,Nou Barris,56,Vallbona,Foreigners,30,33.2
2017,9,Sant Andreu,57,la Trinitat Vella,Foreigners,458,31.0
2017,9,Sant Andreu,58,Baró de Viver,Foreigners,39,29.3
2017,9,Sant Andreu,59,el Bon Pastor,Foreigners,232,31.1
2017,9,Sant Andreu,60,Sant Andreu,Foreigners,733,31.8
2017,9,Sant Andreu,61,la Sagrera,Foreigners,571,31.7
2017,9,Sant Andreu,62,el Congrés i els Indians,Foreigners,296,32.2
2017,9,Sant Andreu,63,Navas,Foreigners,516,32.6
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,Foreigners,1319,32.2
2017,10,Sant Martí,65,el Clot,Foreigners,791,32.8
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Foreigners,688,31.6
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,Foreigners,418,33.2
2017,10,Sant Martí,68,el Poblenou,Foreigners,1490,32.4
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Foreigners,679,32.2
2017,10,Sant Martí,70,el Besòs i el Maresme,Foreigners,985,31.3
2017,10,Sant Martí,71,Provençals del Poblenou,Foreigners,595,31.3
2017,10,Sant Martí,72,Sant Martí de Provençals,Foreigners,533,31.3
2017,10,Sant Martí,73,la Verneda i la Pau,Foreigners,542,31.7
2017,1,Ciutat Vella,1,el Raval,Mixed,3622,33.9
2017,1,Ciutat Vella,2,el Barri Gòtic,Mixed,1158,35.8
2017,1,Ciutat Vella,3,la Barceloneta,Mixed,904,36.5
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Mixed,1712,33.8
2017,2,Eixample,5,el Fort Pienc,Mixed,1526,36.0
2017,2,Eixample,6,la Sagrada Família,Mixed,2486,35.9
2017,2,Eixample,7,la Dreta de l'Eixample,Mixed,2331,38.2
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Mixed,2262,36.8
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,Mixed,2753,36.3
2017,2,Eixample,10,Sant Antoni,Mixed,2106,36.0
2017,3,Sants-Montjuïc,11,el Poble Sec,Mixed,2619,34.5
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Mixed,31,34.7
2017,3,Sants-Montjuïc,13,la Marina de Port,Mixed,1118,34.2
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,Mixed,500,36.6
2017,3,Sants-Montjuïc,15,Hostafrancs,Mixed,836,34.6
2017,3,Sants-Montjuïc,16,la Bordeta,Mixed,667,35.1
2017,3,Sants-Montjuïc,17,Sants - Badal,Mixed,1054,34.9
2017,3,Sants-Montjuïc,18,Sants,Mixed,1820,35.6
2017,4,Les Corts,19,les Corts,Mixed,1445,38.2
2017,4,Les Corts,20,la Maternitat i Sant Ramon,Mixed,777,36.5
2017,4,Les Corts,21,Pedralbes,Mixed,427,38.2
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Mixed,208,38.1
2017,5,Sarrià-Sant Gervasi,23,Sarrià,Mixed,831,37.3
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,Mixed,481,37.4
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Mixed,887,38.1
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Mixed,1825,37.4
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Mixed,1167,36.2
2017,6,Gràcia,28,Vallcarca i els Penitents,Mixed,621,35.9
2017,6,Gràcia,29,el Coll,Mixed,319,34.1
2017,6,Gràcia,30,la Salut,Mixed,512,36.1
2017,6,Gràcia,31,la Vila de Gràcia,Mixed,2655,36.2
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Mixed,1374,36.1
2017,7,Horta-Guinardó,33,el Baix Guinardó,Mixed,1038,37.5
2017,7,Horta-Guinardó,34,Can Baró,Mixed,369,35.1
2017,7,Horta-Guinardó,35,el Guinardó,Mixed,1529,34.7
2017,7,Horta-Guinardó,36,la Font d'en Fargues,Mixed,230,35.4
2017,7,Horta-Guinardó,37,el Carmel,Mixed,1143,32.5
2017,7,Horta-Guinardó,38,la Teixonera,Mixed,452,33.2
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,Mixed,268,36.0
2017,7,Horta-Guinardó,40,Montbau,Mixed,150,41.0
2017,7,Horta-Guinardó,41,la Vall d'Hebron,Mixed,143,41.8
2017,7,Horta-Guinardó,42,la Clota,Mixed,18,33.1
2017,7,Horta-Guinardó,43,Horta,Mixed,715,36.5
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Mixed,919,34.5
2017,8,Nou Barris,45,Porta,Mixed,922,34.0
2017,8,Nou Barris,46,el Turó de la Peira,Mixed,814,32.6
2017,8,Nou Barris,47,Can Peguera,Mixed,69,31.7
