Year,Code_District,Name_Dist,Code_NBHD,Name_NBHD,Nationality,Amount,Average_Age
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Foreigners,118,31.5
2015,5,Sarrià-Sant Gervasi,23,Sarrià,Foreigners,649,33.2
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Foreigners,278,36.1
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Foreigners,555,34.0
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Foreigners,1259,34.5
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Foreigners,948,33.4
2015,6,Gràcia,28,Vallcarca i els Penitents,Foreigners,447,33.0
2015,6,Gràcia,29,el Coll,Foreigners,224,32.7
2015,6,Gràcia,30,la Salut,Foreigners,355,33.1
2015,6,Gràcia,31,la Vila de Gràcia,Foreigners,2571,32.1
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Foreigners,971,32.0
2015,7,Horta-Guinardó,33,el Baix Guinardó,Foreigners,649,32.1
2015,7,Horta-Guinardó,34,Can Baró,Foreigners,246,31.3
2015,7,Horta-Guinardó,35,el Guinardó,Foreigners,867,32.0
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Foreigners,83,31.7
2015,7,Horta-Guinardó,37,el Carmel,Foreigners,695,31.2
2015,7,Horta-Guinardó,38,la Teixonera,Foreigners,251,31.6
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Foreigners,138,33.8
2015,7,Horta-Guinardó,40,Montbau,Foreigners,96,31.0
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Foreigners,79,29.4
2015,7,Horta-Guinardó,42,la Clota,Foreigners,11,33.0
2015,7,Horta-Guinardó,43,Horta,Foreigners,392,30.9
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Foreigners,510,32.0
2015,8,Nou Barris,45,Porta,Foreigners,472,31.8
2015,8,Nou Barris,46,el Turó de la Peira,Foreigners,394,31.1
2015,8,Nou Barris,47,Can Peguera,Foreigners,19,33.3
2015,8,Nou Barris,48,la Guineueta,Foreigners,141,31.8
2015,8,Nou Barris,49,Canyelles,Foreigners,44,35.3
2015,8,Nou Barris,50,les Roquetes,Foreigners,494,30.1
2015,8,Nou Barris,51,Verdun,Foreigners,317,30.2
2015,8,Nou Barris,52,la Prosperitat,Foreigners,537,31.3
2015,8,Nou Barris,53,la Trinitat Nova,Foreigners,197,30.5
2015,8,Nou Barris,54,Torre Baró,Foreigners,65,28.6
2015,8,Nou Barris,55,Ciutat Meridiana,Foreigners,398,29.7
2015,8,Nou Barris,56,Vallbona,Foreigners,24,37.8
2015,9,Sant Andreu,57,la Trinitat Vella,Foreigners,430,30.5
2015,9,Sant Andreu,58,Baró de Viver,Foreigners,34,29.6
2015,9,Sant Andreu,59,el Bon Pastor,Foreigners,251,32.1
2015,9,Sant Andreu,60,Sant Andreu,Foreigners,608,32.1
2015,9,Sant Andreu,61,la Sagrera,Foreigners,535,31.8
2015,9,Sant Andreu,62,el Congrés i els Indians,Foreigners,280,31.4
2015,9,Sant Andreu,63,Navas,Foreigners,468,32.0
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,Foreigners,1146,32.4
2015,10,Sant Martí,65,el Clot,Foreigners,686,32.8
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Foreigners,590,31.4
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Foreigners,392,33.8
2015,10,Sant Martí,68,el Poblenou,Foreigners,1300,32.3
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Foreigners,556,32.1
2015,10,Sant Martí,70,el Besòs i el Maresme,Foreigners,885,31.0
2015,10,Sant Martí,71,Provençals del Poblenou,Foreigners,536,31.0
2015,10,Sant Martí,72,Sant Martí de Provençals,Foreigners,453,31.3
2015,10,Sant Martí,73,la Verneda i la Pau,Foreigners,444,31.2
2015,1,Ciutat Vella,1,el Raval,Mixed,3622,33.6
2015,1,Ciutat Vella,2,el Barri Gòtic,Mixed,1149,35.8
2015,1,Ciutat Vella,3,la Barceloneta,Mixed,894,36.2
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Mixed,1664,34.2
2015,2,Eixample,5,el Fort Pienc,Mixed,1528,36.1
2015,2,Eixample,6,la Sagrada Família,Mixed,2419,36.4
2015,2,Eixample,7,la Dreta de l'Eixample,Mixed,2207,37.4
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Mixed,2141,37.0
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,Mixed,2547,36.1
2015,2,Eixample,10,Sant Antoni,Mixed,2005,35.5
2015,3,Sants-Montjuïc,11,el Poble Sec,Mixed,2608,34.0
2015,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Mixed,25,36.4
2015,3,Sants-Montjuïc,13,la Marina de Port,Mixed,1081,33.8
2015,3,Sants-Montjuïc,14,la Font de la Guatlla,Mixed,482,36.8
2015,3,Sants-Montjuïc,15,Hostafrancs,Mixed,806,34.9
2015,3,Sants-Montjuïc,16,la Bordeta,Mixed,656,34.6
2015,3,Sants-Montjuïc,17,Sants - Badal,Mixed,1026,34.6
2015,3,Sants-Montjuïc,18,Sants,Mixed,1819,35.4
2015,4,Les Corts,19,les Corts,Mixed,1402,37.8
2015,4,Les Corts,20,la Maternitat i Sant Ramon,Mixed,729,36.1
2015,4,Les Corts,21,Pedralbes,Mixed,373,39.3
2015,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Mixed,193,35.7
2015,5,Sarrià-Sant Gervasi,23,Sarrià,Mixed,787,36.7
2015,5,Sarrià-Sant Gervasi,24,les Tres Torres,Mixed,509,35.6
2015,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Mixed,852,37.9
2015,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Mixed,1758,37.6
2015,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Mixed,1167,36.3
2015,6,Gràcia,28,Vallcarca i els Penitents,Mixed,582,35.8
2015,6,Gràcia,29,el Coll,Mixed,307,33.6
2015,6,Gràcia,30,la Salut,Mixed,505,36.9
2015,6,Gràcia,31,la Vila de Gràcia,Mixed,2604,35.7
2015,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Mixed,1269,35.7
2015,7,Horta-Guinardó,33,el Baix Guinardó,Mixed,965,37.0
2015,7,Horta-Guinardó,34,Can Baró,Mixed,342,34.1
2015,7,Horta-Guinardó,35,el Guinardó,Mixed,1473,35.0
2015,7,Horta-Guinardó,36,la Font d'en Fargues,Mixed,203,35.5
2015,7,Horta-Guinardó,37,el Carmel,Mixed,1059,32.1
2015,7,Horta-Guinardó,38,la Teixonera,Mixed,397,34.0
2015,7,Horta-Guinardó,39,Sant Genís dels Agudells,Mixed,221,35.5
2015,7,Horta-Guinardó,40,Montbau,Mixed,142,39.3
2015,7,Horta-Guinardó,41,la Vall d'Hebron,Mixed,132,42.9
2015,7,Horta-Guinardó,42,la Clota,Mixed,21,27.1
2015,7,Horta-Guinardó,43,Horta,Mixed,703,37.0
2015,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Mixed,877,34.3
2015,8,Nou Barris,45,Porta,Mixed,926,34.2
2015,8,Nou Barris,46,el Turó de la Peira,Mixed,816,32.0
2015,8,Nou Barris,47,Can Peguera,Mixed,68,32.1
2015,8,Nou Barris,48,la Guineueta,Mixed,341,35.6
2015,8,Nou Barris,49,Canyelles,Mixed,108,35.1
2015,8,Nou Barris,50,les Roquetes,Mixed,645,31.9
2015,8,Nou Barris,51,Verdun,Mixed,506,32.6
2015,8,Nou Barris,52,la Prosperitat,Mixed,850,32.7
2015,8,Nou Barris,53,la Trinitat Nova,Mixed,282,32.3
2015,8,Nou Barris,54,Torre Baró,Mixed,131,30.3
2015,8,Nou Barris,55,Ciutat Meridiana,Mixed,549,29.9
2015,8,Nou Barris,56,Vallbona,Mixed,47,30.0
2015,9,Sant Andreu,57,la Trinitat Vella,Mixed,534,30.8
2015,9,Sant Andreu,58,Baró de Viver,Mixed,83,30.7
2015,9,Sant Andreu,59,el Bon Pastor,Mixed,384,34.5
2015,9,Sant Andreu,60,Sant Andreu,Mixed,1380,35.1
2015,9,Sant Andreu,61,la Sagrera,Mixed,1027,34.2
2015,9,Sant Andreu,62,el Congrés i els Indians,Mixed,505,35.0
2015,9,Sant Andreu,63,Navas,Mixed,836,35.5
2015,10,Sant Martí,64,el Camp de l'Arpa del Clot,Mixed,1644,35.4
2015,10,Sant Martí,65,el Clot,Mixed,980,34.7
2015,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Mixed,665,33.0
2015,10,Sant Martí,67,la Vila Olímpica del Poblenou,Mixed,391,33.8
2015,10,Sant Martí,68,el Poblenou,Mixed,1443,34.2
2015,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Mixed,546,33.6
2015,10,Sant Martí,70,el Besòs i el Maresme,Mixed,926,32.2
2015,10,Sant Martí,71,Provençals del Poblenou,Mixed,646,33.7
2015,10,Sant Martí,72,Sant Martí de Provençals,Mixed,759,36.2
2015,10,Sant Martí,73,la Verneda i la Pau,Mixed,762,33.8
2014,1,Ciutat Vella,1,el Raval,Spaniards,8892,48.0
2014,1,Ciutat Vella,2,el Barri Gòtic,Spaniards,3665,50.2
2014,1,Ciutat Vella,3,la Barceloneta,Spaniards,4498,50.1
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Spaniards,5747,50.0
2014,2,Eixample,5,el Fort Pienc,Spaniards,10116,49.7
2014,2,Eixample,6,la Sagrada Família,Spaniards,17651,48.1
2014,2,Eixample,7,la Dreta de l'Eixample,Spaniards,13919,48.9
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Spaniards,13978,47.8
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Spaniards,19799,48.4
2014,2,Eixample,10,Sant Antoni,Spaniards,12837,48.5
2014,3,Sants-Montjuïc,11,el Poble Sec,Spaniards,11218,49.8
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Spaniards,398,49.0
2014,3,Sants-Montjuïc,13,la Marina de Port,Spaniards,10085,45.3
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Spaniards,3434,45.3
2014,3,Sants-Montjuïc,15,Hostafrancs,Spaniards,5091,48.6
2014,3,Sants-Montjuïc,16,la Bordeta,Spaniards,6419,47.8
2014,3,Sants-Montjuïc,17,Sants - Badal,Spaniards,8285,47.7
2014,3,Sants-Montjuïc,18,Sants,Spaniards,14117,48.3
2014,4,Les Corts,19,les Corts,Spaniards,16491,47.8
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Spaniards,8332,47.6
2014,4,Les Corts,21,Pedralbes,Spaniards,3419,48.0
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Spaniards,1251,46.8
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Spaniards,7368,41.3
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Spaniards,4764,43.7
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Spaniards,7879,42.9
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Spaniards,15430,44.6
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Spaniards,9973,45.5
2014,6,Gràcia,28,Vallcarca i els Penitents,Spaniards,5404,45.1
2014,6,Gràcia,29,el Coll,Spaniards,2510,46.9
2014,6,Gràcia,30,la Salut,Spaniards,4574,45.9
2014,6,Gràcia,31,la Vila de Gràcia,Spaniards,17636,47.6
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Spaniards,12483,47.2
2014,7,Horta-Guinardó,33,el Baix Guinardó,Spaniards,9193,47.9
2014,7,Horta-Guinardó,34,Can Baró,Spaniards,3180,48.6
2014,7,Horta-Guinardó,35,el Guinardó,Spaniards,12821,47.9
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Spaniards,3406,47.7
2014,7,Horta-Guinardó,37,el Carmel,Spaniards,11018,45.7
2014,7,Horta-Guinardó,38,la Teixonera,Spaniards,4063,46.8
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Spaniards,2479,46.7
2014,7,Horta-Guinardó,40,Montbau,Spaniards,1861,49.8
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Spaniards,1961,52.2
2014,7,Horta-Guinardó,42,la Clota,Spaniards,193,48.1
2014,7,Horta-Guinardó,43,Horta,Spaniards,9626,43.4
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Spaniards,9088,47.8
2014,8,Nou Barris,45,Porta,Spaniards,8791,48.7
2014,8,Nou Barris,46,el Turó de la Peira,Spaniards,4965,49.4
2014,8,Nou Barris,47,Can Peguera,Spaniards,845,51.7
2014,8,Nou Barris,48,la Guineueta,Spaniards,5698,46.7
2014,8,Nou Barris,49,Canyelles,Spaniards,2653,48.8
2014,8,Nou Barris,50,les Roquetes,Spaniards,4726,47.3
2014,8,Nou Barris,51,Verdun,Spaniards,4265,44.9
2014,8,Nou Barris,52,la Prosperitat,Spaniards,9351,48.4
2014,8,Nou Barris,53,la Trinitat Nova,Spaniards,2446,48.6
2014,8,Nou Barris,54,Torre Baró,Spaniards,716,47.1
2014,8,Nou Barris,55,Ciutat Meridiana,Spaniards,2610,41.1
2014,8,Nou Barris,56,Vallbona,Spaniards,395,47.0
2014,9,Sant Andreu,57,la Trinitat Vella,Spaniards,2512,42.9
2014,9,Sant Andreu,58,Baró de Viver,Spaniards,847,44.7
2014,9,Sant Andreu,59,el Bon Pastor,Spaniards,4012,42.6
2014,9,Sant Andreu,60,Sant Andreu,Spaniards,21337,42.5
2014,9,Sant Andreu,61,la Sagrera,Spaniards,10116,45.3
2014,9,Sant Andreu,62,el Congrés i els Indians,Spaniards,5120,47.8
2014,9,Sant Andreu,63,Navas,Spaniards,7671,48.6
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Spaniards,13508,48.5
2014,10,Sant Martí,65,el Clot,Spaniards,9148,48.4
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Spaniards,4813,45.6
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Spaniards,2698,46.8
2014,10,Sant Martí,68,el Poblenou,Spaniards,10800,41.0
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Spaniards,4294,44.0
2014,10,Sant Martí,70,el Besòs i el Maresme,Spaniards,6646,40.9
2014,10,Sant Martí,71,Provençals del Poblenou,Spaniards,6863,47.3
2014,10,Sant Martí,72,Sant Martí de Provençals,Spaniards,9429,44.4
2014,10,Sant Martí,73,la Verneda i la Pau,Spaniards,10256,48.6
2014,1,Ciutat Vella,1,el Raval,Foreigners,4423,30.3
2014,1,Ciutat Vella,2,el Barri Gòtic,Foreigners,1800,31.7
2014,1,Ciutat Vella,3,la Barceloneta,Foreigners,1470,32.8
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Foreigners,2581,32.9
2014,2,Eixample,5,el Fort Pienc,Foreigners,1368,32.5
2014,2,Eixample,6,la Sagrada Família,Foreigners,1912,31.6
2014,2,Eixample,7,la Dreta de l'Eixample,Foreigners,2350,32.3
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Foreigners,2112,33.3
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Foreigners,2163,33.5
2014,2,Eixample,10,Sant Antoni,Foreigners,1603,32.7
2014,3,Sants-Montjuïc,11,el Poble Sec,Foreigners,2309,32.2
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Foreigners,18,31.6
2014,3,Sants-Montjuïc,13,la Marina de Port,Foreigners,650,31.4
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Foreigners,410,30.5
2014,3,Sants-Montjuïc,15,Hostafrancs,Foreigners,692,31.8
2014,3,Sants-Montjuïc,16,la Bordeta,Foreigners,419,31.8
2014,3,Sants-Montjuïc,17,Sants - Badal,Foreigners,714,31.8
2014,3,Sants-Montjuïc,18,Sants,Foreigners,1306,31.2
2014,4,Les Corts,19,les Corts,Foreigners,1092,32.0
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Foreigners,503,33.0
2014,4,Les Corts,21,Pedralbes,Foreigners,408,31.4
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Foreigners,121,33.4
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Foreigners,676,32.0
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Foreigners,299,33.2
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Foreigners,576,35.1
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Foreigners,1287,34.4
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Foreigners,996,34.3
2014,6,Gràcia,28,Vallcarca i els Penitents,Foreigners,446,33.7
2014,6,Gràcia,29,el Coll,Foreigners,222,32.8
2014,6,Gràcia,30,la Salut,Foreigners,360,32.3
2014,6,Gràcia,31,la Vila de Gràcia,Foreigners,2669,32.9
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Foreigners,1003,32.0
2014,7,Horta-Guinardó,33,el Baix Guinardó,Foreigners,687,32.6
2014,7,Horta-Guinardó,34,Can Baró,Foreigners,261,32.1
2014,7,Horta-Guinardó,35,el Guinardó,Foreigners,870,30.7
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Foreigners,90,31.8
2014,7,Horta-Guinardó,37,el Carmel,Foreigners,711,30.6
2014,7,Horta-Guinardó,38,la Teixonera,Foreigners,265,30.9
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Foreigners,144,31.0
2014,7,Horta-Guinardó,40,Montbau,Foreigners,95,32.7
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Foreigners,86,30.6
2014,7,Horta-Guinardó,42,la Clota,Foreigners,15,30.1
2014,7,Horta-Guinardó,43,Horta,Foreigners,406,27.2
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Foreigners,471,31.5
2014,8,Nou Barris,45,Porta,Foreigners,509,31.4
2014,8,Nou Barris,46,el Turó de la Peira,Foreigners,426,31.1
2014,8,Nou Barris,47,Can Peguera,Foreigners,20,31.5
2014,8,Nou Barris,48,la Guineueta,Foreigners,135,32.6
2014,8,Nou Barris,49,Canyelles,Foreigners,48,32.3
2014,8,Nou Barris,50,les Roquetes,Foreigners,509,32.4
2014,8,Nou Barris,51,Verdun,Foreigners,321,29.8
2014,8,Nou Barris,52,la Prosperitat,Foreigners,548,30.2
2014,8,Nou Barris,53,la Trinitat Nova,Foreigners,204,31.0
2014,8,Nou Barris,54,Torre Baró,Foreigners,63,30.1
2014,8,Nou Barris,55,Ciutat Meridiana,Foreigners,430,29.4
2014,8,Nou Barris,56,Vallbona,Foreigners,29,29.7
2014,9,Sant Andreu,57,la Trinitat Vella,Foreigners,470,32.9
2014,9,Sant Andreu,58,Baró de Viver,Foreigners,37,30.4
2014,9,Sant Andreu,59,el Bon Pastor,Foreigners,270,30.4
2014,9,Sant Andreu,60,Sant Andreu,Foreigners,637,31.2
2014,9,Sant Andreu,61,la Sagrera,Foreigners,513,31.9
2014,9,Sant Andreu,62,el Congrés i els Indians,Foreigners,290,31.9
2014,9,Sant Andreu,63,Navas,Foreigners,487,31.8
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Foreigners,1152,31.7
2014,10,Sant Martí,65,el Clot,Foreigners,699,32.6
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Foreigners,630,32.6
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Foreigners,419,31.5
2014,10,Sant Martí,68,el Poblenou,Foreigners,1292,33.6
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Foreigners,578,32.2
2014,10,Sant Martí,70,el Besòs i el Maresme,Foreigners,866,32.0
2014,10,Sant Martí,71,Provençals del Poblenou,Foreigners,532,30.5
2014,10,Sant Martí,72,Sant Martí de Provençals,Foreigners,453,31.0
2014,10,Sant Martí,73,la Verneda i la Pau,Foreigners,438,31.1
2014,1,Ciutat Vella,1,el Raval,Mixed,3685,31.6
2014,1,Ciutat Vella,2,el Barri Gòtic,Mixed,1173,33.3
2014,1,Ciutat Vella,3,la Barceloneta,Mixed,913,35.6
2014,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",Mixed,1693,35.5
2014,2,Eixample,5,el Fort Pienc,Mixed,1494,34.2
2014,2,Eixample,6,la Sagrada Família,Mixed,2456,36.6
2014,2,Eixample,7,la Dreta de l'Eixample,Mixed,2249,36.4
2014,2,Eixample,8,l'Antiga Esquerra de l'Eixample,Mixed,2192,37.2
2014,2,Eixample,9,la Nova Esquerra de l'Eixample,Mixed,2599,36.7
2014,2,Eixample,10,Sant Antoni,Mixed,2019,36.0
2014,3,Sants-Montjuïc,11,el Poble Sec,Mixed,2565,35.3
2014,3,Sants-Montjuïc,12,la Marina del Prat Vermell,Mixed,31,33.9
2014,3,Sants-Montjuïc,13,la Marina de Port,Mixed,1049,35.4
2014,3,Sants-Montjuïc,14,la Font de la Guatlla,Mixed,491,33.6
2014,3,Sants-Montjuïc,15,Hostafrancs,Mixed,796,35.8
2014,3,Sants-Montjuïc,16,la Bordeta,Mixed,667,34.5
2014,3,Sants-Montjuïc,17,Sants - Badal,Mixed,1013,33.9
2014,3,Sants-Montjuïc,18,Sants,Mixed,1884,34.6
2014,4,Les Corts,19,les Corts,Mixed,1456,35.1
2014,4,Les Corts,20,la Maternitat i Sant Ramon,Mixed,774,37.7
2014,4,Les Corts,21,Pedralbes,Mixed,397,35.6
2014,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",Mixed,196,39.2
2014,5,Sarrià-Sant Gervasi,23,Sarrià,Mixed,835,37.1
2014,5,Sarrià-Sant Gervasi,24,les Tres Torres,Mixed,507,36.6
2014,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,Mixed,881,35.8
2014,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,Mixed,1781,38.0
2014,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,Mixed,1179,37.9
2014,6,Gràcia,28,Vallcarca i els Penitents,Mixed,602,36.6
2014,6,Gràcia,29,el Coll,Mixed,313,35.1
2014,6,Gràcia,30,la Salut,Mixed,501,33.9
2014,6,Gràcia,31,la Vila de Gràcia,Mixed,2634,36.6
2014,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,Mixed,1309,35.0
2014,7,Horta-Guinardó,33,el Baix Guinardó,Mixed,974,35.5
2014,7,Horta-Guinardó,34,Can Baró,Mixed,316,37.6
2014,7,Horta-Guinardó,35,el Guinardó,Mixed,1418,34.0
2014,7,Horta-Guinardó,36,la Font d'en Fargues,Mixed,196,34.5
2014,7,Horta-Guinardó,37,el Carmel,Mixed,1064,36.9
2014,7,Horta-Guinardó,38,la Teixonera,Mixed,401,31.7
2014,7,Horta-Guinardó,39,Sant Genís dels Agudells,Mixed,236,33.3
2014,7,Horta-Guinardó,40,Montbau,Mixed,153,34.7
2014,7,Horta-Guinardó,41,la Vall d'Hebron,Mixed,140,34.9
2014,7,Horta-Guinardó,42,la Clota,Mixed,18,42.9
2014,7,Horta-Guinardó,43,Horta,Mixed,690,33.4
2014,8,Nou Barris,44,Vilapicina i la Torre Llobeta,Mixed,883,36.3
2014,8,Nou Barris,45,Porta,Mixed,875,34.2
2014,8,Nou Barris,46,el Turó de la Peira,Mixed,798,34.3
2014,8,Nou Barris,47,Can Peguera,Mixed,68,31.8
2014,8,Nou Barris,48,la Guineueta,Mixed,345,31.5
2014,8,Nou Barris,49,Canyelles,Mixed,109,35.4
2014,8,Nou Barris,50,les Roquetes,Mixed,634,35.2
2014,8,Nou Barris,51,Verdun,Mixed,470,31.3
2014,8,Nou Barris,52,la Prosperitat,Mixed,821,31.9
2014,8,Nou Barris,53,la Trinitat Nova,Mixed,275,32.1
2014,8,Nou Barris,54,Torre Baró,Mixed,115,31.6
2014,8,Nou Barris,55,Ciutat Meridiana,Mixed,548,30.7
2014,8,Nou Barris,56,Vallbona,Mixed,49,29.4
2014,9,Sant Andreu,57,la Trinitat Vella,Mixed,524,31.6
2014,9,Sant Andreu,58,Baró de Viver,Mixed,79,31.0
2014,9,Sant Andreu,59,el Bon Pastor,Mixed,374,31.8
2014,9,Sant Andreu,60,Sant Andreu,Mixed,1385,34.1
2014,9,Sant Andreu,61,la Sagrera,Mixed,1061,35.4
2014,9,Sant Andreu,62,el Congrés i els Indians,Mixed,509,34.1
2014,9,Sant Andreu,63,Navas,Mixed,799,34.5
2014,10,Sant Martí,64,el Camp de l'Arpa del Clot,Mixed,1629,34.9
2014,10,Sant Martí,65,el Clot,Mixed,956,35.2
2014,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,Mixed,644,34.4
2014,10,Sant Martí,67,la Vila Olímpica del Poblenou,Mixed,431,32.9
2014,10,Sant Martí,68,el Poblenou,Mixed,1459,33.4
2014,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,Mixed,566,33.5
2014,10,Sant Martí,70,el Besòs i el Maresme,Mixed,891,33.3
2014,10,Sant Martí,71,Provençals del Poblenou,Mixed,659,32.2
2014,10,Sant Martí,72,Sant Martí de Provençals,Mixed,741,33.5
2014,10,Sant Martí,73,la Verneda i la Pau,Mixed,782,35.5
